Kavaratti,Kavaratti,10.5626,72.6369,India,IN,IND,Lakshadweep,admin,10688,1356089869
New Delhi,New Delhi,28.6,77.2,India,IN,IND,Delhi,primary,317797,1356215164
Tezpur,Tezpur,26.6338,92.8,India,IN,IND,Assam,,58851,1356299437
Jullundur,Jullundur,31.3349,75.569,India,IN,IND,Punjab,,855000,1356494816
Navsari,Navsari,20.8504,72.92,India,IN,IND,Gujarāt,,163000,1356120513
Asansol,Asansol,23.6833,86.9833,India,IN,IND,West Bengal,,1328000,1356093694
Port Blair,Port Blair,11.667,92.736,India,IN,IND,Andaman and Nicobar Islands,admin,127562,1356161713
Kota,Kota,25.18,75.835,India,IN,IND,Rājasthān,,827000,1356820310
Saharanpur,Saharanpur,29.97,77.55,India,IN,IND,Uttar Pradesh,,484873,1356139858
Bhuj,Bhuj,23.2504,69.81,India,IN,IND,Gujarāt,,289429,1356806356
Gurgaon,Gurgaon,28.45,77.02,India,IN,IND,Haryāna,,197340,1356836043
Simla,Simla,31.1,77.1666,India,IN,IND,Himāchal Pradesh,admin,173503,1356962932
Muzaffarpur,Muzaffarpur,26.1204,85.3799,India,IN,IND,Bihār,,333200,1356897425
Gaya,Gaya,24.8,85,India,IN,IND,Bihār,,423692,1356045727
Ratlam,Ratlam,23.3504,75.03,India,IN,IND,Madhya Pradesh,,307229,1356241663
Gwalior,Gwalior,26.23,78.1801,India,IN,IND,Madhya Pradesh,,978000,1356363967
Baramula,Baramula,34.2004,74.35,India,IN,IND,Jammu and Kashmīr,,167986,1356671176
Guwahati,Guwahati,26.16,91.77,India,IN,IND,Assam,,983000,1356593800
Dispur,Dispur,26.144,91.7666,India,IN,IND,Assam,admin,16140,1356960169
Bidar,Bidar,17.9229,77.5175,India,IN,IND,Karnātaka,,300136,1356933453
Pune,Pune,18.53,73.85,India,IN,IND,Mahārāshtra,,4672000,1356081074
Ahmedabad,Ahmedabad,23.0301,72.58,India,IN,IND,Gujarāt,minor,5375000,1356304381
Haldia,Haldia,22.0257,88.0583,India,IN,IND,West Bengal,,200762,1356491171
Bhagalpur,Bhagalpur,25.23,86.98,India,IN,IND,Bihār,,361548,1356760990
Ujjain,Ujjain,23.1904,75.79,India,IN,IND,Madhya Pradesh,,513350,1356050735
Tonk,Tonk,26.1505,75.79,India,IN,IND,Rājasthān,,181734,1356991408
Agartala,Agartala,23.8354,91.28,India,IN,IND,Tripura,admin,203264,1356148992
Silchar,Silchar,24.7904,92.79,India,IN,IND,Assam,,152393,1356102467
Vellore,Vellore,12.9204,79.15,India,IN,IND,Tamil Nādu ,,177081,1356977661
Bharatpur,Bharatpur,27.2504,77.5,India,IN,IND,Rājasthān,,229384,1356168278
Siliguri,Siliguri,26.7204,88.455,India,IN,IND,West Bengal,,515574,1356724691
Gangtok,Gangtok,27.3333,88.6166,India,IN,IND,Sikkim,admin,77900,1356689564
Cuttack,Cuttack,20.47,85.8899,India,IN,IND,Odisha,,580000,1356872061
Alipur Duar,Alipur Duar,26.4837,89.5667,India,IN,IND,West Bengal,,127342,1356472105
Bhubaneshwar,Bhubaneshwar,20.2704,85.8274,India,IN,IND,Odisha,admin,844000,1356140143
Dibrugarh,Dibrugarh,27.4833,94.9,India,IN,IND,Assam,,166366,1356100193
Jorhat,Jorhat,26.75,94.2167,India,IN,IND,Assam,,69033,1356638741
Hospet,Hospet,15.2804,76.375,India,IN,IND,Karnātaka,,286007,1356241463
Tuticorin,Tuticorin,8.82,78.13,India,IN,IND,Tamil Nādu ,,436094,1356751023
Sangli,Sangli,16.8604,74.575,India,IN,IND,Mahārāshtra,,601214,1356921375
Sholapur,Sholapur,17.6704,75.9,India,IN,IND,Mahārāshtra,,1057000,1356314385
Mumbai,Mumbai,19.017,72.857,India,IN,IND,Mahārāshtra,admin,18978000,1356226629
Diu,Diu,20.7197,70.9904,India,IN,IND,Damān and Diu,,23779,1356923516
Sirsa,Sirsa,29.4904,75.03,India,IN,IND,Haryāna,,181639,1356966764
Mangalore,Mangalore,12.9,74.85,India,IN,IND,Karnātaka,,776632,1356972351
Thiruvananthapuram,Thiruvananthapuram,8.5,76.95,India,IN,IND,Kerala,admin,954000,1356024354
Kochi,Kochi,10.015,76.2239,India,IN,IND,Kerala,,1519000,1356707865
Bangalore,Bangalore,12.97,77.56,India,IN,IND,Karnātaka,admin,6787000,1356410365
Proddatur,Proddatur,14.7504,78.57,India,IN,IND,Andhra Pradesh,,197451,1356025913
Tirupati,Tirupati,13.6504,79.42,India,IN,IND,Andhra Pradesh,,287035,1356362995
Vadodara,Vadodara,22.31,73.18,India,IN,IND,Gujarāt,,1756000,1356705249
Surat,Surat,21.2,72.84,India,IN,IND,Gujarāt,,3842000,1356758738
Aizawl,Aizawl,23.7104,92.72,India,IN,IND,Mizoram,admin,283021,1356342768
Bhopal,Bhopal,23.25,77.41,India,IN,IND,Madhya Pradesh,admin,1727000,1356734039
Hyderabad,Hyderabad,17.4,78.48,India,IN,IND,Andhra Pradesh,admin,6376000,1356871768
Chandigarh,Chandigarh,30.72,76.78,India,IN,IND,Chandīgarh,admin,979000,1356739179
Gandhinagar,Gandhinagar,23.3004,72.6399,India,IN,IND,Gujarāt,admin,195891,1356140914
Imphal,Imphal,24.8,93.95,India,IN,IND,Manipur,admin,264986,1356107172
Kohima,Kohima,25.667,94.1166,India,IN,IND,Nāgāland,admin,92113,1356332206
Lucknow,Lucknow,26.855,80.915,India,IN,IND,Uttar Pradesh,admin,2695000,1356891790
Bijapur,Bijapur,16.8354,75.71,India,IN,IND,Karnātaka,,271064,1356499139
Chennai,Chennai,13.09,80.28,India,IN,IND,Tamil Nādu ,admin,7163000,1356374944
Guntur,Guntur,16.33,80.45,India,IN,IND,Andhra Pradesh,,530577,1356374905
Rajahmundry,Rajahmundry,17.0303,81.79,India,IN,IND,Andhra Pradesh,,304804,1356831716
Haora,Haora,22.5804,88.3299,India,IN,IND,West Bengal,,4841638,1356986516
Raurkela,Raurkela,22.2304,84.83,India,IN,IND,Odisha,,625831,1356096816
Dhanbad,Dhanbad,23.8004,86.42,India,IN,IND,Jharkhand,,1246000,1356103392
Bhatpara,Bhatpara,22.8504,88.52,India,IN,IND,West Bengal,,483129,1356022456
Kolkata,Kolkata,22.495,88.3247,India,IN,IND,West Bengal,admin,14787000,1356060520
Shillong,Shillong,25.5705,91.88,India,IN,IND,Meghālaya,admin,375527,1356533936
Puri,Puri,19.8204,85.9,India,IN,IND,Odisha,,201026,1356558409
Krishnanagar,Krishnanagar,23.3803,88.53,India,IN,IND,West Bengal,,145926,1356128689
Jamshedpur,Jamshedpur,22.7875,86.1975,India,IN,IND,Jharkhand,,1300000,1356501259
Jodhpur,Jodhpur,26.2918,73.0168,India,IN,IND,Rājasthān,,995000,1356727084
Sikar,Sikar,27.6104,75.14,India,IN,IND,Rājasthān,,400000,1356163729
Barddhaman,Barddhaman,23.2504,87.865,India,IN,IND,West Bengal,,301725,1356062166
Medinipur,Medinipur,22.3304,87.15,India,IN,IND,West Bengal,,169127,1356432910
Vishakhapatnam,Vishakhapatnam,17.73,83.305,India,IN,IND,Andhra Pradesh,,1529000,1356692563
Silvassa,Silvassa,20.2666,73.0166,India,IN,IND,Dādra and Nagar Haveli,admin,27359,1356217846
Kolhapur,Kolhapur,16.7,74.22,India,IN,IND,Mahārāshtra,,750000,1356110593
Latur,Latur,18.4004,76.57,India,IN,IND,Mahārāshtra,,374394,1356918265
Pondicherry,Pondicherry,11.935,79.83,India,IN,IND,Puducherry,admin,227411,1356368903
Brahmapur,Brahmapur,19.32,84.8,India,IN,IND,Odisha,,324726,1356569354
Bhiwandi,Bhiwandi,19.35,73.13,India,IN,IND,Mahārāshtra,,795000,1356763571
Rajkot,Rajkot,22.31,70.8,India,IN,IND,Gujarāt,,1260000,1356317190
Kalyan,Kalyan,19.2502,73.1602,India,IN,IND,Mahārāshtra,,1576614,1356172246
Coimbatore,Coimbatore,11,76.95,India,IN,IND,Tamil Nādu ,,1696000,1356999503
Nasik,Nasik,20.0004,73.78,India,IN,IND,Mahārāshtra,,1473000,1356562598
Porbandar,Porbandar,21.67,69.67,India,IN,IND,Gujarāt,,234684,1356634492
Parbhani,Parbhani,19.2704,76.76,India,IN,IND,Mahārāshtra,,378326,1356632842
Akola,Akola,20.71,77.01,India,IN,IND,Mahārāshtra,,503502,1356089496
Ahmednagar,Ahmednagar,19.1104,74.75,India,IN,IND,Mahārāshtra,,391760,1356972679
Aurangabad,Aurangabad,19.8957,75.3203,India,IN,IND,Mahārāshtra,,1113000,1356840670
Daman,Daman,20.417,72.85,India,IN,IND,Damān and Diu,admin,39737,1356008028
Ranchi,Ranchi,23.37,85.33,India,IN,IND,Jharkhand,admin,1044000,1356110588
Itanagar,Itanagar,27.1004,93.6166,India,IN,IND,Arunāchal Pradesh,admin,44971,1356023817
Raipur,Raipur,21.235,81.635,India,IN,IND,Chhattīsgarh,admin,875000,1356374983
Kozhikode,Kozhikode,11.2504,75.77,India,IN,IND,Kerala,minor,953000,1356010401
Machilipatnam,Machilipatnam,16.2004,81.18,India,IN,IND,Andhra Pradesh,,192827,1356067784
Khammam,Khammam,17.2804,80.1601,India,IN,IND,Andhra Pradesh,,290839,1356007170
Kakinada,Kakinada,16.9675,82.2375,India,IN,IND,Andhra Pradesh,,292923,1356573609
Panaji,Panaji,15.492,73.818,India,IN,IND,Goa,admin,65586,1356909212
Bhavnagar,Bhavnagar,21.7784,72.13,India,IN,IND,Gujarāt,,554978,1356982375
Karnal,Karnal,29.6804,76.97,India,IN,IND,Haryāna,,225049,1356145204
Rohtak,Rohtak,28.9,76.58,India,IN,IND,Haryāna,,317245,1356162915
Hisar,Hisar,29.17,75.725,India,IN,IND,Haryāna,,544829,1356004790
Abohar,Abohar,30.1204,74.29,India,IN,IND,Punjab,,130603,1356846795
Agra,Agra,27.1704,78.015,India,IN,IND,Uttar Pradesh,,1592000,1356187395
Alwar,Alwar,27.5454,76.6049,India,IN,IND,Rājasthān,,283228,1356570855
Bhilwara,Bhilwara,25.3504,74.635,India,IN,IND,Rājasthān,,389911,1356077831
Udaipur,Udaipur,24.6,73.73,India,IN,IND,Rājasthān,,469737,1356266094
Meerut,Meerut,29.0004,77.7,India,IN,IND,Uttar Pradesh,,1398000,1356390476
Delhi,Delhi,28.67,77.23,India,IN,IND,Delhi,admin,15926000,1356872604
Rampur,Rampur,28.8154,79.025,India,IN,IND,Uttar Pradesh,,296418,1356666569
Ludhiana,Ludhiana,30.9278,75.8723,India,IN,IND,Punjab,,1649000,1356929498
Sonipat,Sonipat,29,77.02,India,IN,IND,Haryāna,,250521,1356648808
Dehra Dun,Dehra Dun,30.3204,78.05,India,IN,IND,Uttarakhand,admin,714223,1356970407
Ghaziabad,Ghaziabad,28.6604,77.4084,India,IN,IND,Uttar Pradesh,,1341000,1356691871
Faridabad,Faridabad,28.4333,77.3167,India,IN,IND,Haryāna,,1394000,1356013205
Amravati,Amravati,20.95,77.77,India,IN,IND,Mahārāshtra,,734451,1356462099
Bhiwani,Bhiwani,28.81,76.125,India,IN,IND,Haryāna,,190855,1356780092
Gulbarga,Gulbarga,17.35,76.82,India,IN,IND,Karnātaka,,483615,1356091187
Mathura,Mathura,27.5,77.67,India,IN,IND,Uttar Pradesh,,330511,1356066081
Hapur,Hapur,28.7437,77.7628,India,IN,IND,Uttar Pradesh,,242920,1356820012
Bhilai,Bhilai,21.2167,81.4333,India,IN,IND,Chhattīsgarh,,1097000,1356071083
Warangal,Warangal,18.01,79.58,India,IN,IND,Andhra Pradesh,,1203853,1356851618
Raichur,Raichur,16.2104,77.355,India,IN,IND,Karnātaka,,255240,1356217280
Firozabad,Firozabad,27.15,78.3949,India,IN,IND,Uttar Pradesh,,306409,1356031978
Burhanpur,Burhanpur,21.3004,76.13,India,IN,IND,Madhya Pradesh,,197233,1356857493
Ambala,Ambala,30.32,76.82,India,IN,IND,Haryāna,,146787,1356947216
Varanasi,Varanasi,25.33,83,India,IN,IND,Uttar Pradesh,,1352000,1356145782
Hathras,Hathras,27.6,78.05,India,IN,IND,Uttar Pradesh,,126882,1356072147
Shahjahanpur,Shahjahanpur,27.8804,79.905,India,IN,IND,Uttar Pradesh,,320434,1356415439
Jabalpur,Jabalpur,23.1751,79.9551,India,IN,IND,Madhya Pradesh,,1285000,1356115460
Patiala,Patiala,30.3204,76.385,India,IN,IND,Punjab,,329224,1356458416
Nagpur,Nagpur,21.17,79.09,India,IN,IND,Mahārāshtra,,2454000,1356365743
Bulandshahr,Bulandshahr,28.4104,77.8484,India,IN,IND,Uttar Pradesh,,198612,1356067648
Nanded,Nanded,19.17,77.3,India,IN,IND,Mahārāshtra,,623708,1356722310
Hoshiarpur,Hoshiarpur,31.52,75.98,India,IN,IND,Punjab,,158142,1356141115
Aligarh,Aligarh,27.8922,78.0618,India,IN,IND,Uttar Pradesh,,805000,1356076391
Mirzapur,Mirzapur,25.1454,82.57,India,IN,IND,Uttar Pradesh,,245817,1356427908
Bikaner,Bikaner,28.0304,73.3299,India,IN,IND,Rājasthān,,576015,1356026593
Srinagar,Srinagar,34.1,74.815,India,IN,IND,Jammu and Kashmīr,admin,1140000,1356442950
Jhansi,Jhansi,25.453,78.5575,India,IN,IND,Uttar Pradesh,,826494,1356712664
Fatehpur,Fatehpur,25.8804,80.8,India,IN,IND,Uttar Pradesh,,166480,1356059135
Sagar,Sagar,23.8504,78.75,India,IN,IND,Madhya Pradesh,,328240,1356781800
Bahraich,Bahraich,27.6204,81.6699,India,IN,IND,Uttar Pradesh,,182218,1356833304
Kanpur,Kanpur,26.46,80.32,India,IN,IND,Uttar Pradesh,,3162000,1356575238
Gorakhpur,Gorakhpur,26.7504,83.38,India,IN,IND,Uttar Pradesh,,674246,1356190221
Jammu,Jammu,32.7118,74.8467,India,IN,IND,Jammu and Kashmīr,,791000,1356491738
Nizamabad,Nizamabad,18.6704,78.1,India,IN,IND,Andhra Pradesh,,388505,1356242168
Faizabad,Faizabad,26.7504,82.17,India,IN,IND,Uttar Pradesh,,153047,1356032860
Sopore,Sopore,34.3,74.4667,India,IN,IND,Jammu and Kashmīr,,63035,1356978065
Allahabad,Allahabad,25.455,81.84,India,IN,IND,Uttar Pradesh,,1201000,1356718332
Sambalpur,Sambalpur,21.4704,83.9701,India,IN,IND,Odisha,,310852,1356772339
Pathankot,Pathankot,32.2703,75.72,India,IN,IND,Punjab,,253987,1356878237
Bilaspur,Bilaspur,22.0904,82.16,India,IN,IND,Chhattīsgarh,,543454,1356820491
Indore,Indore,22.7151,75.865,India,IN,IND,Madhya Pradesh,,2026000,1356402812
Sitapur,Sitapur,27.63,80.75,India,IN,IND,Uttar Pradesh,,164435,1356838415
Malegaon,Malegaon,20.5604,74.525,India,IN,IND,Mahārāshtra,,690844,1356113556
Dhule,Dhule,20.9,74.77,India,IN,IND,Mahārāshtra,,479073,1356224695
Panipat,Panipat,29.4004,76.97,India,IN,IND,Haryāna,,292808,1356526780
Muzaffarnagar,Muzaffarnagar,29.485,77.695,India,IN,IND,Uttar Pradesh,,349706,1356592356
Ongole,Ongole,15.5604,80.05,India,IN,IND,Andhra Pradesh,,202860,1356385136
Jaipur,Jaipur,26.9211,75.81,India,IN,IND,Rājasthān,admin,2917000,1356293537
Moradabad,Moradabad,28.8418,78.7568,India,IN,IND,Uttar Pradesh,,787000,1356269375
Pali,Pali,25.7904,73.3299,India,IN,IND,Rājasthān,,210103,1356212172
Vijayawada,Vijayawada,16.52,80.63,India,IN,IND,Andhra Pradesh,,1137000,1356807575
Budaun,Budaun,28.03,79.09,India,IN,IND,Uttar Pradesh,,161555,1356639213
Bareilly,Bareilly,28.3454,79.42,India,IN,IND,Uttar Pradesh,,817000,1356698199
Aurangabad,Aurangabad,24.7704,84.38,India,IN,IND,Bihār,,95929,1356920493
Vizianagaram,Vizianagaram,18.1204,83.5,India,IN,IND,Andhra Pradesh,,179358,1356212761
Chirala,Chirala,15.8604,80.34,India,IN,IND,Andhra Pradesh,,253000,1356100300
Ajmer,Ajmer,26.45,74.64,India,IN,IND,Rājasthān,,589985,1356058258
Pilibhit,Pilibhit,28.64,79.81,India,IN,IND,Uttar Pradesh,,131008,1356147005
Hindupur,Hindupur,13.7804,77.49,India,IN,IND,Andhra Pradesh,,168312,1356805611
Mandya,Mandya,12.5704,76.92,India,IN,IND,Karnātaka,,285034,1356039212
Karimnagar,Karimnagar,18.4604,79.11,India,IN,IND,Andhra Pradesh,,288251,1356578937
Tumkur,Tumkur,13.33,77.1,India,IN,IND,Karnātaka,,399606,1356033724
Mysore,Mysore,12.31,76.66,India,IN,IND,Karnātaka,,887000,1356779323
Hubli,Hubli,15.36,75.125,India,IN,IND,Karnātaka,,890000,1356102365
Shimoga,Shimoga,13.9304,75.56,India,IN,IND,Karnātaka,,654055,1356016156
Chandrapur,Chandrapur,19.97,79.3,India,IN,IND,Mahārāshtra,,595118,1356592607
Bellary,Bellary,15.15,76.915,India,IN,IND,Karnātaka,,445388,1356209152
Davangere,Davangere,14.47,75.92,India,IN,IND,Karnātaka,,503564,1356445061
Amritsar,Amritsar,31.64,74.87,India,IN,IND,Punjab,,1212000,1356926507
Belgaum,Belgaum,15.865,74.505,India,IN,IND,Karnātaka,,608756,1356390535
Etawah,Etawah,26.7855,79.015,India,IN,IND,Uttar Pradesh,,257448,1356241312
Patna,Patna,25.625,85.13,India,IN,IND,Bihār,admin,2158000,1356821429
Purnia,Purnia,25.7854,87.48,India,IN,IND,Bihār,,198453,1356486511
Bhusawal,Bhusawal,21.02,75.83,India,IN,IND,Mahārāshtra,,183001,1356338789
Nandyal,Nandyal,15.5204,78.48,India,IN,IND,Andhra Pradesh,,188654,1356671879
Kurnool,Kurnool,15.83,78.03,India,IN,IND,Andhra Pradesh,,424920,1356058372
Kolar,Kolar,13.1337,78.1334,India,IN,IND,Karnātaka,,144625,1356953848
Nellore,Nellore,14.44,79.9899,India,IN,IND,Andhra Pradesh,,678004,1356280972
Tiruvannamalai,Tiruvannamalai,12.2604,79.1,India,IN,IND,Tamil Nādu ,,138243,1356561184
Kanchipuram,Kanchipuram,12.8337,79.7167,India,IN,IND,Tamil Nādu ,,155029,1356148941
Valparai,Valparai,10.3204,76.97,India,IN,IND,Tamil Nādu ,,114308,1356065507
Tiruppur,Tiruppur,11.0804,77.33,India,IN,IND,Tamil Nādu ,,650000,1356539761
Alappuzha,Alappuzha,9.5004,76.37,India,IN,IND,Kerala,,176783,1356293762
Kollam,Kollam,8.9004,76.57,India,IN,IND,Kerala,,394163,1356304110
Karur,Karur,10.9504,78.0833,India,IN,IND,Tamil Nādu ,,76915,1356837900
Kumbakonam,Kumbakonam,10.9805,79.4,India,IN,IND,Tamil Nādu ,,139264,1356000000
Thanjavur,Thanjavur,10.7704,79.15,India,IN,IND,Tamil Nādu ,,219571,1356599194
Nagercoil,Nagercoil,8.1804,77.43,India,IN,IND,Tamil Nādu ,,224329,1356051733
Tirunelveli,Tirunelveli,8.7304,77.69,India,IN,IND,Tamil Nādu ,,542200,1356037155
Rajapalaiyam,Rajapalaiyam,9.4204,77.58,India,IN,IND,Tamil Nādu ,,369991,1356110350
Salem,Salem,11.67,78.1801,India,IN,IND,Tamil Nādu ,,873000,1356567087
Tiruchirappalli,Tiruchirappalli,10.81,78.69,India,IN,IND,Tamil Nādu ,,951000,1356884472
Madurai,Madurai,9.92,78.12,India,IN,IND,Tamil Nādu ,,1294000,1356257289
Cuddalore,Cuddalore,11.7204,79.77,India,IN,IND,Tamil Nādu ,,158569,1356544008
Dindigul,Dindigul,10.38,78,India,IN,IND,Tamil Nādu ,,200797,1356106153
